symbol,company,insider_name,category,quantity,value,type,trade_date,mode,exchange
ACUTAAS,Acutaas Chemicals Limited,CHETANKUMAR CHHAGANLAL VAGHASIA,Promoters,86000.0,100039500,Buy,27-Dec-2023,Market Purchase,NSE
21STCENMGM,21st Century Management Services Limited,KARTHIK IYER,Immediate relative,103833.0,3339000,Buy,27-Dec-2023,Market Purchase,"BSE,NSE"
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,400000.0,25240000,Buy,28-Dec-2023,Market Purchase,NSE
TECHIN,Techindia Nirman Limited,EMERALD SEEDS PRIVATE LIMITED,-,353146.0,5141280,Buy,15-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,Dilip G. Piramal,Promoters,30000.0,18225383,Buy,27-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,DGP Enterprises Private Limited,Promoter Group,20000.0,12168754,Buy,27-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,Kiddy Plast Limited,Promoter Group,15000.0,9147569,Buy,27-Dec-2023,Market Purchase,NSE
MOTHERSON,Samvardhana Motherson International Limited,Renu Sehgal Trust,Promoter Group,1075000.0,100028750,Buy,22-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,MAHENDRA KUMAR OSTWAL,Promoters,61521.0,15363799,Buy,27-Dec-2023,Market Purchase,NSE
MONARCH,Monarch Networth Capital Limited,YANTRA ESOLARINDIA PRIVATE LIMITED,-,104452.0,46502880,Buy,22-Dec-2023,Market Purchase,NSE
GOKUL,Gokul Refoils and Solvent Limited,Arjunsinh Rajput,Promoter Group,450000.0,19588590,Buy,27-Dec-2023,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,1000.0,480500,Buy,26-Dec-2023,Market Purchase,NSE
AVONMORE,Avonmore Capital & Management Services  Limited,NAVJEET SINGH SOBTI,Promoters,3406.0,274534,Buy,27-Dec-2023,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2678.0,6947610,Buy,27-Dec-2023,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2657.0,6949122,Buy,26-Dec-2023,Market Purchase,NSE
PKTEA,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,Promoter Group,6448.0,1883235,Buy,21-Nov-2023,Market Purchase,NSE
YASHO,Yasho Industries Limited,VINOD HARILAL JHAVERI,Promoters,22000.0,35515449,Buy,26-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,DGP Enterprises Private Limited,Promoter Group,70000.0,42671577,Buy,26-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,Kiddy Plast Limited,Promoter Group,70000.0,42690482,Buy,26-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,Dilip G. Piramal,Promoters,103000.0,62800435,Buy,26-Dec-2023,Market Purchase,NSE
RKFORGE,Ramkrishna Forgings Limited,NARESH JALAN,Promoters,5775.0,4188761,Buy,26-Dec-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,SECURA INDIA TRUST,Promoter Group,823.0,229614,Buy,22-Nov-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,SECURA INDIA TRUST,Promoter Group,5643.0,1683043,Buy,22-Dec-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,SECURA INDIA TRUST,Promoter Group,1648.0,491579,Buy,22-Dec-2023,Market Purchase,BSE
STEL,Stel Holdings Limited,SECURA INDIA TRUST,Promoter Group,211.0,59502,Buy,23-Nov-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,SECURA INDIA TRUST,Promoter Group,1268.0,366467,Buy,21-Dec-2023,Market Purchase,BSE
STEL,Stel Holdings Limited,SECURA INDIA TRUST,Promoter Group,3046.0,886125,Buy,21-Dec-2023,Market Purchase,NSE
AVONMORE,Avonmore Capital & Management Services  Limited,NAVJEET SINGH SOBTI,Promoters,6809.0,545568,Buy,26-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,Nirmala Realinfrastructure Pvt Ltd,Promoter Group,29985.0,7481198,Buy,26-Dec-2023,Market Purchase,NSE
PROV,Proventus Agrocom Limited,Jitendra Jain HUF,Immediate relative,960.0,1020800,Buy,15-Dec-2023,Market Purchase,NSE
SANGAMIND,Sangam (India) Limited,Sangam (India) Limited Employees Welfare Trust,Other,28812.0,10538436,Buy,21-Dec-2023,Market Purchase,NSE
GOKUL,Gokul Refoils and Solvent Limited,Arjunsinh Rajput,Promoter Group,300000.0,12713280,Buy,22-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,Kiddy Plast Limited,Promoter Group,43822.0,26602479,Buy,22-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,DGP Enterprises Private Limited,Promoter Group,65000.0,39487068,Buy,22-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,DGP Enterprises Private Limited,Promoter Group,5000.0,3037466,Buy,22-Dec-2023,Market Purchase,BSE
VIPIND,VIP Industries Limited,Dilip G. Piramal,Promoters,52000.0,31619323,Buy,22-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,Dilip G. Piramal,Promoters,5000.0,3040319,Buy,22-Dec-2023,Market Purchase,BSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,423000.0,40586114,Buy,26-Dec-2023,Market Purchase,NSE
NAHARPOLY,Nahar Poly Films Limited,NAHAR SPINNING MILLS LIMITED,Promoter Group,8105.0,1810887,Buy,22-Dec-2023,Market Purchase,NSE
YASHO,Yasho Industries Limited,VINOD HARILAL JHAVERI,Promoters,20000.0,31755789,Buy,22-Dec-2023,Market Purchase,BSE
YASHO,Yasho Industries Limited,VINOD HARILAL JHAVERI,Promoters,20000.0,31755789,Buy,22-Dec-2023,Market Purchase,BSE
YASHO,Yasho Industries Limited,VINOD HARILAL JHAVERI,Promoters,20000.0,31755789,Buy,22-Dec-2023,Market Purchase,BSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2684.0,6948829,Buy,22-Dec-2023,Market Purchase,NSE
REXPIPES,Rex Pipes And Cables Industries Limited,MRS. SUMAN GADWAL,Promoter Group,2000.0,136200,Buy,22-Dec-2023,Market Purchase,NSE
MBAPL,Madhya Bharat Agro Products Limited,Nirmala Realinfrastructure Private Limited,Promoter Group,38665.0,11299691,Buy,20-Dec-2023,Market Purchase,NSE
SHANKARA,Shankara Building Products Limited,SUKUMAR SRINIVAS,Promoters,10000.0,7403453,Buy,21-Dec-2023,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,Sunil Prbhakarn Nair,Key Managerial Personnel,20000.0,1101000,Buy,24-Aug-2023,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,2500000.0,104671821,Buy,07-Jun-2023,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,440626.0,24014194,Buy,31-Aug-2023,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,555000.0,30831194,Buy,05-Sep-2023,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,427500.0,25167951,Buy,21-Dec-2023,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,1100000.0,58691050,Buy,23-Aug-2023,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,850000.0,50337000,Buy,05-Dec-2023,Market Purchase,NSE
SNOWMAN,Snowman Logistics Limited,GATEWAY DISTRIPARKS LIMITED,Promoters,436000.0,22451800,Buy,12-Nov-2023,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,250.0,121250,Buy,21-Dec-2023,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,KOMAL MTESHKUMAR GANDHI,Promoters,1500.0,157350,Buy,19-Dec-2023,Market Purchase,-
NAHARSPING,Nahar Spinning Mills Limited,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,Promoter Group,14500.0,4065110,Buy,21-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,Nirmala Realinfrastructure Pvt Ltd,Promoter Group,7490.0,1875988,Buy,22-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,Nirmala Realinfrastructure Pvt Ltd,Promoter Group,43516.0,10770300,Buy,21-Dec-2023,Market Purchase,NSE
SANGAMIND,Sangam (India) Limited,Sangam (India) Limited Employees Welfare Trust,Other,5100.0,1867228,Buy,19-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,Kiddy Plast Limited,Promoter Group,298000.0,179023345,Buy,20-Dec-2023,Market Purchase,NSE
FUSION,Fusion Micro Finance Limited,Devesh Sachdev,Promoters,6125.0,3482861,Buy,21-Dec-2023,Market Purchase,NSE
INDUSTOWER,Indus Towers Limited,Indus Towers Employee Welfare Trust,Other,711000.0,129613096,Buy,21-Dec-2023,Market Purchase,NSE
ESFL,Essen Speciality Films Limited,Jainil Kirit Vachhani,Immediate relative,7200.0,1635240,Buy,30-Nov-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,Nirmala Realinfrastructure Pvt Ltd,Promoter Group,50000.0,12421332,Buy,20-Dec-2023,Market Purchase,NSE
SHALPAINTS,Shalimar Paints Limited,HELLA INFRA MARKET PRIVATE LIMITED,-,50081.0,8991013,Buy,21-Dec-2023,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2786.0,6949827,Buy,21-Dec-2023,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2721.0,6949140,Buy,20-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,EKTA JAIN,Promoter Group,958.0,237326,Buy,20-Dec-2023,Market Purchase,NSE
BHARTIARTL,Bharti Airtel Limited,BHARTI AIRTEL EMPLOYEES WELFARE TRUST,Other,25500.0,25221305,Buy,19-Dec-2023,Market Purchase,NSE
ORIENTBELL,Orient Bell Limited,Madhur Daga,Promoters,575.0,235750,Buy,20-Dec-2023,Market Purchase,NSE
21STCENMGM,21st Century Management Services Limited,KARTHIK IYER,Immediate relative,4042.0,127000,Buy,20-Dec-2023,Market Purchase,NSE
SDBL,Som Distilleries & Breweries Limited,JAGDISH KUMAR ARORA,Promoters,12000.0,3474413,Buy,21-Dec-2023,Market Purchase,NSE
SANGAMIND,Sangam (India) Limited,Sangam (India) Limited Employees Welfare Trust,Other,20028.0,7339225,Buy,18-Dec-2023,Market Purchase,NSE
FUSION,Fusion Micro Finance Limited,Devesh Sachdev,Promoters,14475.0,8473777,Buy,19-Dec-2023,Market Purchase,NSE
NLCINDIA,NLC India Limited,Mourougaya Madavaradjou,Employees/Designated Employees,4000.0,868000,Buy,20-Dec-2023,Market Purchase,NSE
SHALPAINTS,Shalimar Paints Limited,HELLA INFRA MARKET PRIVATE LIMITED,-,219717.0,39466358,Buy,20-Dec-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,50.0,93750,Buy,12-Dec-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,50.0,94017,Buy,15-Dec-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,27.0,49319,Buy,06-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,125.0,227881,Buy,07-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,25.0,45141,Buy,08-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,50.0,90433,Buy,09-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,25.0,46625,Buy,10-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,5.0,9390,Buy,10-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,5.0,9380,Buy,10-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,5.0,9395,Buy,10-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,5.0,9400,Buy,10-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,5.0,9415,Buy,10-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,30.0,55539,Buy,13-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,20.0,38721,Buy,16-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,70.0,128347,Buy,03-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,25.0,48778,Buy,23-Nov-2023,Market Purchase,NSE
AJANTPHARM,Ajanta Pharma Limited,J K TRIPATHI,Other,50.0,94545,Buy,11-Dec-2023,Market Purchase,NSE
PRAKASHSTL,Prakash Steelage Limited,PRAKASH CHHAGANLAL KANUGO,Promoters,5000.0,41250,Buy,20-Dec-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,LEBNITZE REAL ESTATES PVT LTD,Promoter Group,360.0,99580,Buy,20-Dec-2023,Market Purchase,BSE
STEL,Stel Holdings Limited,LEBNITZE REAL ESTATES PVT LTD,Promoter Group,2514.0,702486,Buy,20-Dec-2023,Market Purchase,NSE
MBAPL,Madhya Bharat Agro Products Limited,Nirmala Realinfrastructure Private Limited,Promoter Group,20000.0,6605200,Buy,19-Dec-2023,Market Purchase,NSE
CONTROLPR,Control Print Limited,AMISHA HIMATSINGKA (Amisha Himatsingka Family Trust),Promoter Group,8100.0,7723723,Buy,19-Dec-2023,Market Purchase,NSE
SDBL,Som Distilleries & Breweries Limited,JAGDISH KUMAR ARORA,Promoters,40000.0,11475801,Buy,20-Dec-2023,Market Purchase,NSE
LT,Larsen & Toubro Limited,GOVINDAN R,Employees/Designated Employees,300.0,1049625,Buy,19-Dec-2023,Market Purchase,NSE
LT,Larsen & Toubro Limited,GOVINDAN R,Employees/Designated Employees,162.0,499260,Buy,20-Nov-2023,Market Purchase,NSE
LT,Larsen & Toubro Limited,GOVINDAN R,Employees/Designated Employees,162.0,499406,Buy,20-Nov-2023,Market Purchase,NSE
STARTECK,Starteck Finance Limited,Glint Infraprojects Private Limited,Promoters,18520.0,4642654,Buy,18-Dec-2023,Market Purchase,BSE
FIDEL,Fidel Softech Limited,PRACHI SUNIL KULKARNI,Promoters,1000.0,112560,Buy,19-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,PRAVEEN  OSTWAL,Promoters,10100.0,2494510,Buy,19-Dec-2023,Market Purchase,NSE
SAMPANN,Sampann Utpadan India Limited,SACHIN AGARWAL,Promoters,1986597.0,39419380,Buy,19-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,NITU JAIN,Promoter Group,11476.0,2837866,Buy,19-Dec-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,LEBNITZE REAL ESTATES PVT LTD,Promoter Group,600.0,177327,Buy,19-Dec-2023,Market Purchase,BSE
STEL,Stel Holdings Limited,LEBNITZE REAL ESTATES PVT LTD,Promoter Group,7500.0,2204616,Buy,19-Dec-2023,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2780.0,6949733,Buy,19-Dec-2023,Market Purchase,NSE
BHARTIARTL,Bharti Airtel Limited,BHARTI AIRTEL EMPLOYEES WELFARE TRUST,Other,61664.0,60909933,Buy,18-Dec-2023,Market Purchase,NSE
BHARTIARTL,Bharti Airtel Limited,BHARTI AIRTEL EMPLOYEES WELFARE TRUST,Other,108000.0,107188960,Buy,15-Dec-2023,Market Purchase,NSE
MONARCH,Monarch Networth Capital Limited,YANTRA ESOLARINDIA PRIVATE LIMITED,-,75000.0,34875000,Buy,19-Dec-2023,Market Purchase,NSE
SANGAMIND,Sangam (India) Limited,Sangam (India) Limited Employees Welfare Trust,Other,13636.0,5044190,Buy,14-Dec-2023,Market Purchase,NSE
CHOICEIN,Choice International Limited,NS Technical Consultancy Private Limited,Promoter Group,90000.0,39980700,Buy,18-Dec-2023,Market Purchase,NSE
SHALPAINTS,Shalimar Paints Limited,HELLA INFRA MARKET PRIVATE LIMITED,-,22918.0,4124948,Buy,18-Dec-2023,Market Purchase,NSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,614250.0,59576835,Buy,19-Dec-2023,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,ARPIT DEEPAKKUMAR  SHAH,Promoters,200.0,1099000,Buy,14-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,EKTA JAIN,Promoter Group,3315.0,817076,Buy,18-Dec-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,LEBNITZE REAL ESTATES PVT LTD,Promoter Group,4537.0,1333919,Buy,18-Dec-2023,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,100.0,544000,Buy,14-Dec-2023,Market Purchase,NSE
STARTECK,Starteck Finance Limited,Glint Infraprojects Private Limited,Promoters,13445.0,3408201,Buy,15-Dec-2023,Market Purchase,BSE
SANGAMIND,Sangam (India) Limited,Sangam (India) Limited Employees Welfare Trust,Other,21840.0,8166589,Buy,13-Dec-2023,Market Purchase,NSE
USHAMART,Usha Martin Limited,Neutral Publishing House Limited,Promoter Group,32073.0,9462000,Buy,14-Dec-2023,Market Purchase,NSE
PRAKASHSTL,Prakash Steelage Limited,PRAKASH CHHAGANLAL KANUGO,Promoters,5000.0,34500,Buy,15-Dec-2023,Market Purchase,NSE
PRAKASHSTL,Prakash Steelage Limited,PRAKASH CHHAGANLAL KANUGO,Promoters,5000.0,35739,Buy,14-Dec-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,LEBNITZE REAL ESTATES PVT LTD,Promoter Group,583.0,172083,Buy,15-Dec-2023,Market Purchase,BSE
STEL,Stel Holdings Limited,LEBNITZE REAL ESTATES PVT LTD,Promoter Group,2440.0,683323,Buy,14-Dec-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,LEBNITZE REAL ESTATES PVT LTD,Promoter Group,2068.0,601736,Buy,15-Dec-2023,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2725.0,6947845,Buy,15-Dec-2023,Market Purchase,NSE
USHAMART,Usha Martin Limited,Neutral Publishing House Limited,Promoter Group,86006.0,25297296,Buy,13-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,NITU JAIN,Promoter Group,4083.0,991011,Buy,15-Dec-2023,Market Purchase,NSE
NINSYS,Nintec Systems Limited,Niraj Gemawat,Promoters,2195.0,1007722,Buy,15-Dec-2023,Market Purchase,BSE
NINSYS,Nintec Systems Limited,Niraj Gemawat,Promoters,1463.0,653280,Buy,15-Dec-2023,Market Purchase,NSE
UTTAMSUGAR,Uttam Sugar Mills Limited,SHUBHAM SUGARS LIMITED,Promoter Group,11500.0,4594250,Buy,15-Dec-2023,Market Purchase,NSE
BHARTIARTL,Bharti Airtel Limited,BHARTI AIRTEL EMPLOYEES WELFARE TRUST,Other,80299.0,80859792,Buy,14-Dec-2023,Market Purchase,NSE
BHARTIARTL,Bharti Airtel Limited,BHARTI AIRTEL EMPLOYEES WELFARE TRUST,Other,100000.0,99873918,Buy,13-Dec-2023,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Private Limited,Promoter Group,2250.0,1074713,Buy,13-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,EKTA JAIN,Promoter Group,10667.0,2552650,Buy,14-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,EKTA JAIN,Promoter Group,12852.0,3056515,Buy,13-Dec-2023,Market Purchase,NSE
SASKEN,Sasken Technologies Limited,Dipak Harkisan Desai,Promoter Group,300.0,404528,Buy,14-Dec-2023,Market Purchase,NSE
WONDERLA,Wonderla Holidays Limited,Priya Sarah Cheeran Joseph,Promoter Group,4050.0,3458497,Buy,14-Dec-2023,Market Purchase,NSE
STARTECK,Starteck Finance Limited,Glint Infraprojects Private Limited,Promoters,1721.0,423667,Buy,13-Dec-2023,Market Purchase,BSE
21STCENMGM,21st Century Management Services Limited,KARTHIK IYER,Immediate relative,11273.0,325000,Buy,14-Dec-2023,Market Purchase,NSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,505008.0,49486476,Buy,15-Dec-2023,Market Purchase,NSE
GLOBAL,Global Education Limited,RISHABH SURANA,Promoters,1000.0,325182,Buy,14-Dec-2023,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,17500.0,97,Buy,13-Dec-2023,Market Purchase,NSE
RGL,Renaissance Global Limited,Rohan Ramchandani,Employees/Designated Employees,20000.0,1986400,Buy,29-Nov-2023,Market Purchase,NSE
MONARCH,Monarch Networth Capital Limited,YANTRA ESOLARINDIA PRIVATE LIMITED,-,108965.0,50690518,Buy,12-Dec-2023,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2743.0,6948145,Buy,13-Dec-2023,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2702.0,6948278,Buy,14-Dec-2023,Market Purchase,NSE
MONARCH,Monarch Networth Capital Limited,YANTRA ESOLARINDIA PRIVATE LIMITED,-,108956.0,50690518,Buy,12-Dec-2023,Market Purchase,NSE
KALYANKJIL,Kalyan Jewellers India Limited,TS KALYANARAMAN,Promoters,15685.0,5011671,Buy,13-Dec-2023,Market Purchase,-
SHALPAINTS,Shalimar Paints Limited,HELLA INFRA MARKET PRIVATE LIMITED,-,30732.0,5530437,Buy,13-Dec-2023,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,ARPIT DEEPAKKUMAR  SHAH,Promoters,300.0,1657623,Buy,13-Dec-2023,Market Purchase,NSE
SHALPAINTS,Shalimar Paints Limited,HELLA INFRA MARKET PRIVATE LIMITED,-,53465.0,9610711,Buy,12-Dec-2023,Market Purchase,NSE
CHOICEIN,Choice International Limited,NS Technical Consultancy Private Limited,Promoter Group,350000.0,158018000,Buy,13-Dec-2023,Market Purchase,NSE
M&M,Mahindra & Mahindra Limited,Ruka Prasad,Employees/Designated Employees,60.0,93108,Buy,04-Dec-2023,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,1003.0,75,Buy,13-Sep-2023,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,6500.0,94,Buy,08-Dec-2023,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,4000.0,80,Buy,27-Sep-2023,Market Purchase,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,AJITA AGARWAL,Immediate relative,2390.0,79,Buy,25-Sep-2023,Market Purchase,NSE
SANGAMIND,Sangam (India) Limited,Sangam (India) Limited Employees Welfare Trust,Other,10120.0,3806578,Buy,08-Dec-2023,Market Purchase,NSE
CMRSL,Cyber Media Research & Services Limited,Pradeep Gupta,Promoters,800.0,106212,Buy,08-Dec-2023,Market Purchase,NSE
CMRSL,Cyber Media Research & Services Limited,Mina Chand,Other,2400.0,318716,Buy,08-Dec-2023,Market Purchase,NSE
CMRSL,Cyber Media Research & Services Limited,Mina Chand,Other,4000.0,573384,Buy,11-Dec-2023,Market Purchase,NSE
CMRSL,Cyber Media Research & Services Limited,Dhaval Gupta,Key Managerial Personnel,2400.0,344688,Buy,11-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,EKTA JAIN,Promoter Group,6661.0,1588209,Buy,12-Dec-2023,Market Purchase,NSE
PRAKASHSTL,Prakash Steelage Limited,PRAKASH CHHAGANLAL KANUGO,Promoters,10000.0,64000,Buy,12-Dec-2023,Market Purchase,NSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,999000.0,98913057,Buy,13-Dec-2023,Market Purchase,NSE
USHAMART,Usha Martin Limited,Neutral Publishing House Limited,Promoter Group,64550.0,19119863,Buy,12-Dec-2023,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2701.0,6948058,Buy,11-Dec-2023,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,275.0,1514012,Buy,08-Dec-2023,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,100.0,554400,Buy,08-Dec-2023,Market Purchase,NSE
UDS,Updater Services Limited,RAGHUNANDANA TANGIRALA,Promoters,20000.0,5309500,Buy,11-Dec-2023,Market Purchase,NSE
WONDERLA,Wonderla Holidays Limited,Priya Sarah Cheeran Joseph,Promoter Group,6950.0,5874140,Buy,12-Dec-2023,Market Purchase,NSE
UTTAMSUGAR,Uttam Sugar Mills Limited,SHUBHAM SUGARS LIMITED,Promoter Group,31500.0,12821254,Buy,11-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,OSTWAL PHOSCHEM ( INDIA) LIMITED,Promoters,1962.0,463960,Buy,11-Dec-2023,Market Purchase,NSE
